,FIPS,Median_Household_Income_2018,Income_Ctg,transit_scores,Test Date,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,After Order,pop_density,proportion_cases,log_proportion,dt_test_date,Pre Trend,Post Trend,NatLogDiff
1312,36035,51388,2,133527376,5/12/2020,85,2380,1037,23358,1,112.1,0.081967213,-2.501435952,5/12/2020,71,48,0.036367644
1313,36035,51388,2,133527376,5/13/2020,68,2448,1377,24735,1,112.1,0.049382716,-3.008154794,5/13/2020,72,49,0.028170877
1330,36037,58925,2,0,3/18/2020,22,22,198,396,0,121.9,0.111111111,-2.197224577,3/18/2020,16,0,0
1336,36037,58925,1,0,3/24/2020,22,44,154,1166,0,121.9,0.142857143,-1.945910149,3/24/2020,22,0,0.693147181
1337,36037,58925,1,0,3/25/2020,44,88,418,1584,0,121.9,0.105263158,-2.251291799,3/25/2020,23,0,0.693147181
1338,36037,58925,2,0,3/26/2020,44,132,462,2046,1,121.9,0.095238095,-2.351375257,3/26/2020,24,1,0.405465108
1339,36037,58925,2,0,3/27/2020,22,154,418,2464,1,121.9,0.052631579,-2.944438979,3/27/2020,25,2,0.15415068
1340,36037,58925,1,0,3/28/2020,44,198,132,2596,1,121.9,0.333333333,-1.098612289,3/28/2020,26,3,0.251314428
1342,36037,58925,3,0,3/30/2020,22,220,528,3388,1,121.9,0.041666667,-3.17805383,3/30/2020,28,5,0.105360516
1343,36037,58925,1,0,3/31/2020,66,286,616,4004,1,121.9,0.107142857,-2.233592222,3/31/2020,29,6,0.262364264
1344,36037,58925,1,0,4/1/2020,22,308,858,4862,1,121.9,0.025641026,-3.663561646,4/1/2020,30,7,0.074107972
1345,36037,58925,2,0,4/2/2020,44,352,506,5368,1,121.9,0.086956522,-2.442347035,4/2/2020,31,8,0.133531393
1346,36037,58925,3,0,4/3/2020,88,440,660,6028,1,121.9,0.133333333,-2.014903021,4/3/2020,32,9,0.223143551
1347,36037,58925,1,0,4/4/2020,44,484,264,6292,1,121.9,0.166666667,-1.791759469,4/4/2020,33,10,0.09531018
1348,36037,58925,2,0,4/5/2020,22,506,242,6534,1,121.9,0.090909091,-2.397895273,4/5/2020,34,11,0.044451763
1349,36037,58925,1,0,4/6/2020,220,726,814,7348,1,121.9,0.27027027,-1.30833282,4/6/2020,35,12,0.361013346
1350,36037,58925,2,0,4/7/2020,308,1034,682,8030,1,121.9,0.451612903,-0.794929875,4/7/2020,36,13,0.35364004
1351,36037,58925,3,0,4/8/2020,198,1232,946,8976,1,121.9,0.209302326,-1.563975538,4/8/2020,37,14,0.175204089
1352,36037,58925,2,0,4/9/2020,198,1430,704,9680,1,121.9,0.28125,-1.268511325,4/9/2020,38,15,0.149035579
1353,36037,58925,2,0,4/10/2020,44,1474,396,10076,1,121.9,0.111111111,-2.197224577,4/10/2020,39,16,0.030305349
1354,36037,58925,2,0,4/11/2020,44,1518,418,10494,1,121.9,0.105263158,-2.251291799,4/11/2020,40,17,0.029413885
1355,36037,58925,1,0,4/12/2020,44,1562,154,10648,1,121.9,0.285714286,-1.252762968,4/12/2020,41,18,0.028573372
1356,36037,58925,2,0,4/13/2020,110,1672,748,11396,1,121.9,0.147058824,-1.916922612,4/13/2020,42,19,0.068053463
1358,36037,58925,3,0,4/15/2020,44,1716,264,11990,1,121.9,0.166666667,-1.791759469,4/15/2020,44,21,0.025975486
1359,36037,58925,1,0,4/16/2020,110,1826,462,12452,1,121.9,0.238095238,-1.435084525,4/16/2020,45,22,0.062131781
1360,36037,58925,1,0,4/17/2020,88,1914,286,12738,1,121.9,0.307692308,-1.178654996,4/17/2020,46,23,0.047067511
1361,36037,58925,2,0,4/18/2020,660,2574,1232,13970,1,121.9,0.535714286,-0.624154309,4/18/2020,47,24,0.296265816
1362,36037,58925,2,0,4/19/2020,44,2618,308,14278,1,121.9,0.142857143,-1.945910149,4/19/2020,48,25,0.016949558
1363,36037,58925,1,0,4/20/2020,44,2662,176,14454,1,121.9,0.25,-1.386294361,4/20/2020,49,26,0.016667052
1364,36037,58925,1,0,4/21/2020,22,2684,374,14828,1,121.9,0.058823529,-2.833213344,4/21/2020,50,27,0.008230499
1365,36037,58925,2,0,4/22/2020,88,2772,550,15378,1,121.9,0.16,-1.832581464,4/22/2020,51,28,0.032260862
1366,36037,58925,1,0,4/23/2020,22,2794,418,15796,1,121.9,0.052631579,-2.944438979,4/23/2020,52,29,0.00790518
1367,36037,58925,1,0,4/24/2020,308,3102,3190,18986,1,121.9,0.096551724,-2.337676413,4/24/2020,53,30,0.104572804
1368,36037,58925,3,0,4/25/2020,66,3168,814,19800,1,121.9,0.081081081,-2.512305624,4/25/2020,54,31,0.021053409
1369,36037,58925,2,0,4/26/2020,88,3256,440,20240,1,121.9,0.2,-1.609437912,4/26/2020,55,32,0.027398974
1370,36037,58925,1,0,4/27/2020,22,3278,616,20856,1,121.9,0.035714286,-3.33220451,4/27/2020,56,33,0.006734032
1371,36037,58925,3,0,4/28/2020,66,3344,572,21428,1,121.9,0.115384615,-2.159484249,4/28/2020,57,34,0.019934215
1372,36037,58925,2,0,4/29/2020,22,3366,704,22132,1,121.9,0.03125,-3.465735903,4/29/2020,58,35,0.006557401
1373,36037,58925,1,0,4/30/2020,22,3388,638,22770,1,121.9,0.034482759,-3.36729583,4/30/2020,59,36,0.006514681
1374,36037,58925,3,0,5/1/2020,22,3410,1210,23980,1,121.9,0.018181818,-4.007333185,5/1/2020,60,37,0.006472515
1376,36037,58925,3,0,5/3/2020,88,3498,1056,25586,1,121.9,0.083333333,-2.48490665,5/3/2020,62,39,0.025479085
1378,36037,58925,1,0,5/5/2020,66,3564,1298,27918,1,121.9,0.050847458,-2.978925155,5/5/2020,64,41,0.018692133
1379,36037,58925,2,0,5/6/2020,132,3696,2156,30074,1,121.9,0.06122449,-2.793208009,5/6/2020,65,42,0.036367644
1380,36037,58925,1,0,5/7/2020,22,3718,1364,31438,1,121.9,0.016129032,-4.127134385,5/7/2020,66,43,0.005934736
1381,36037,58925,2,0,5/8/2020,22,3740,1034,32472,1,121.9,0.021276596,-3.850147602,5/8/2020,67,44,0.005899722
1382,36037,58925,1,0,5/9/2020,44,3784,3278,35750,1,121.9,0.013422819,-4.310799125,5/9/2020,68,45,0.01169604
1383,36037,58925,1,0,5/10/2020,22,3806,4004,39754,1,121.9,0.005494505,-5.204006687,5/10/2020,69,46,0.005797118
1384,36037,58925,2,0,5/11/2020,22,3828,1694,41448,1,121.9,0.012987013,-4.343805422,5/11/2020,70,47,0.005763705
1386,36037,58925,2,0,5/13/2020,22,3850,1694,45254,1,121.9,0.012987013,-4.343805422,5/13/2020,72,49,0.005730675
1399,36039,54514,2,20296074,3/14/2020,40,40,160,240,0,76.1,0.25,-1.386294361,3/14/2020,12,0,0
1407,36039,54514,1,20296074,3/22/2020,40,80,640,2960,0,76.1,0.0625,-2.772588722,3/22/2020,20,0,0.693147181
1410,36039,54514,2,20296074,3/25/2020,20,100,220,3400,0,76.1,0.090909091,-2.397895273,3/25/2020,23,0,0.223143551
1411,36039,54514,3,20296074,3/26/2020,20,120,220,3620,1,76.1,0.090909091,-2.397895273,3/26/2020,24,1,0.182321557
1412,36039,54514,2,20296074,3/27/2020,20,140,120,3740,1,76.1,0.166666667,-1.791759469,3/27/2020,25,2,0.15415068
1414,36039,54514,1,20296074,3/29/2020,60,200,260,4120,1,76.1,0.230769231,-1.466337069,3/29/2020,27,4,0.356674944
1415,36039,54514,1,20296074,3/30/2020,120,320,300,4420,1,76.1,0.4,-0.916290732,3/30/2020,28,5,0.470003629
1416,36039,54514,1,20296074,3/31/2020,40,360,180,4600,1,76.1,0.222222222,-1.504077397,3/31/2020,29,6,0.117783036
1417,36039,54514,2,20296074,4/1/2020,60,420,220,4820,1,76.1,0.272727273,-1.299282984,4/1/2020,30,7,0.15415068
1418,36039,54514,1,20296074,4/2/2020,40,460,320,5140,1,76.1,0.125,-2.079441542,4/2/2020,31,8,0.090971778
1419,36039,54514,3,20296074,4/3/2020,20,480,200,5340,1,76.1,0.1,-2.302585093,4/3/2020,32,9,0.042559614
1423,36039,54514,1,20296074,4/7/2020,20,500,120,6100,1,76.1,0.166666667,-1.791759469,4/7/2020,36,13,0.040821995
1424,36039,54514,2,20296074,4/8/2020,60,560,580,6680,1,76.1,0.103448276,-2.268683541,4/8/2020,37,14,0.113328685
1425,36039,54514,3,20296074,4/9/2020,120,680,720,7400,1,76.1,0.166666667,-1.791759469,4/9/2020,38,15,0.194156014
1426,36039,54514,1,20296074,4/10/2020,60,740,540,7940,1,76.1,0.111111111,-2.197224577,4/10/2020,39,16,0.084557388
1427,36039,54514,1,20296074,4/11/2020,140,880,800,8740,1,76.1,0.175,-1.742969305,4/11/2020,40,17,0.173271721
1428,36039,54514,3,20296074,4/12/2020,20,900,280,9020,1,76.1,0.071428571,-2.63905733,4/12/2020,41,18,0.022472856
1429,36039,54514,2,20296074,4/13/2020,420,1320,1860,10880,1,76.1,0.225806452,-1.488077055,4/13/2020,42,19,0.382992252
1430,36039,54514,2,20296074,4/14/2020,140,1460,500,11380,1,76.1,0.28,-1.272965676,4/14/2020,43,20,0.100804699
1431,36039,54514,2,20296074,4/15/2020,20,1480,320,11700,1,76.1,0.0625,-2.772588722,4/15/2020,44,21,0.013605652
1432,36039,54514,3,20296074,4/16/2020,60,1540,320,12020,1,76.1,0.1875,-1.673976434,4/16/2020,45,22,0.039740329
1433,36039,54514,2,20296074,4/17/2020,100,1640,560,12580,1,76.1,0.178571429,-1.722766598,4/17/2020,46,23,0.062913825
1434,36039,54514,2,20296074,4/18/2020,60,1700,480,13060,1,76.1,0.125,-2.079441542,4/18/2020,47,24,0.035932009
1435,36039,54514,2,20296074,4/19/2020,20,1720,160,13220,1,76.1,0.125,-2.079441542,4/19/2020,48,25,0.01169604
1436,36039,54514,2,20296074,4/20/2020,20,1740,320,13540,1,76.1,0.0625,-2.772588722,4/20/2020,49,26,0.011560822
1438,36039,54514,3,20296074,4/22/2020,40,1780,500,14340,1,76.1,0.08,-2.525728644,4/22/2020,51,28,0.022728251
1439,36039,54514,1,20296074,4/23/2020,20,1800,620,14960,1,76.1,0.032258065,-3.433987204,4/23/2020,52,29,0.011173301
1440,36039,54514,3,20296074,4/24/2020,340,2140,4240,19200,1,76.1,0.080188679,-2.523372931,4/24/2020,53,30,0.173019164
1441,36039,54514,2,20296074,4/25/2020,60,2200,720,19920,1,76.1,0.083333333,-2.48490665,4/25/2020,54,31,0.027651531
1442,36039,54514,1,20296074,4/26/2020,20,2220,500,20420,1,76.1,0.04,-3.218875825,4/26/2020,55,32,0.009049836
1443,36039,54514,1,20296074,4/27/2020,20,2240,400,20820,1,76.1,0.05,-2.995732274,4/27/2020,56,33,0.00896867
1444,36039,54514,2,20296074,4/28/2020,40,2280,480,21300,1,76.1,0.083333333,-2.48490665,4/28/2020,57,34,0.017699577
1445,36039,54514,2,20296074,4/29/2020,340,2620,1180,22480,1,76.1,0.288135593,-1.2443241,4/29/2020,58,35,0.138998875
1446,36039,54514,3,20296074,4/30/2020,160,2780,940,23420,1,76.1,0.170212766,-1.77070606,4/30/2020,59,36,0.05927661
1447,36039,54514,2,20296074,5/1/2020,60,2840,720,24140,1,76.1,0.083333333,-2.48490665,5/1/2020,60,37,0.021353124
1448,36039,54514,1,20296074,5/2/2020,180,3020,640,24780,1,76.1,0.28125,-1.268511325,5/2/2020,61,38,0.061452779
1449,36039,54514,1,20296074,5/3/2020,60,3080,680,25460,1,76.1,0.088235294,-2.427748236,5/3/2020,62,39,0.019672766
1450,36039,54514,1,20296074,5/4/2020,240,3320,720,26180,1,76.1,0.333333333,-1.098612289,5/4/2020,63,40,0.075035186
1451,36039,54514,2,20296074,5/5/2020,440,3760,1680,27860,1,76.1,0.261904762,-1.339774345,5/5/2020,64,41,0.124454174
1452,36039,54514,2,20296074,5/6/2020,200,3960,1100,28960,1,76.1,0.181818182,-1.704748092,5/6/2020,65,42,0.051825068
1453,36039,54514,1,20296074,5/7/2020,20,3980,680,29640,1,76.1,0.029411765,-3.526360525,5/7/2020,66,43,0.005037794
1454,36039,54514,1,20296074,5/8/2020,100,4080,900,30540,1,76.1,0.111111111,-2.197224577,5/8/2020,67,44,0.024815169
1455,36039,54514,2,20296074,5/9/2020,40,4120,880,31420,1,76.1,0.045454545,-3.091042453,5/9/2020,68,45,0.009756175
1459,36039,54514,3,20296074,5/13/2020,20,4140,920,34000,1,76.1,0.02173913,-3.828641396,5/13/2020,72,49,0.004842624
1475,36041,59020,1,0,3/17/2020,11,11,22,22,0,2.8,0.5,-0.693147181,3/17/2020,15,0,0
1476,36041,59020,2,0,3/18/2020,11,22,88,110,0,2.8,0.125,-2.079441542,3/18/2020,16,0,0.693147181
1497,36041,59020,1,0,4/8/2020,11,33,11,198,1,2.8,1,0,4/8/2020,37,14,0.405465108
1524,36041,59020,2,0,5/5/2020,22,55,66,583,1,2.8,0.333333333,-1.098612289,5/5/2020,64,41,0.510825624
1543,36043,53168,2,0,3/12/2020,30,30,30,30,0,45.7,1,0,3/12/2020,10,0,0
1550,36043,53168,2,0,3/19/2020,30,60,30,120,0,45.7,1,0,3/19/2020,17,0,0.693147181
1551,36043,53168,2,0,3/20/2020,30,90,150,270,0,45.7,0.2,-1.609437912,3/20/2020,18,0,0.405465108
1552,36043,53168,1,0,3/21/2020,30,120,300,570,0,45.7,0.1,-2.302585093,3/21/2020,19,0,0.287682072
1555,36043,53168,2,0,3/24/2020,30,150,150,990,0,45.7,0.2,-1.609437912,3/24/2020,22,0,0.223143551
1556,36043,53168,2,0,3/25/2020,60,210,180,1170,0,45.7,0.333333333,-1.098612289,3/25/2020,23,0,0.336472237
1557,36043,53168,1,0,3/26/2020,60,270,270,1440,1,45.7,0.222222222,-1.504077397,3/26/2020,24,1,0.251314428
1559,36043,53168,1,0,3/28/2020,30,300,420,2100,1,45.7,0.071428571,-2.63905733,3/28/2020,26,3,0.105360516
1560,36043,53168,1,0,3/29/2020,60,360,240,2340,1,45.7,0.25,-1.386294361,3/29/2020,27,4,0.182321557
1563,36043,53168,1,0,4/1/2020,60,420,270,2760,1,45.7,0.222222222,-1.504077397,4/1/2020,30,7,0.15415068
1565,36043,53168,1,0,4/3/2020,120,540,810,4140,1,45.7,0.148148148,-1.909542505,4/3/2020,32,9,0.251314428
1566,36043,53168,1,0,4/4/2020,120,660,1380,5520,1,45.7,0.086956522,-2.442347035,4/4/2020,33,10,0.200670695
1567,36043,53168,3,0,4/5/2020,90,750,690,6210,1,45.7,0.130434783,-2.036881927,4/5/2020,34,11,0.127833372
1568,36043,53168,2,0,4/6/2020,60,810,570,6780,1,45.7,0.105263158,-2.251291799,4/6/2020,35,12,0.076961041
1569,36043,53168,1,0,4/7/2020,60,870,570,7350,1,45.7,0.105263158,-2.251291799,4/7/2020,36,13,0.071458964
1570,36043,53168,3,0,4/8/2020,90,960,1320,8670,1,45.7,0.068181818,-2.685577345,4/8/2020,37,14,0.098440073
1571,36043,53168,2,0,4/9/2020,120,1080,690,9360,1,45.7,0.173913043,-1.749199855,4/9/2020,38,15,0.117783036
1572,36043,53168,1,0,4/10/2020,30,1110,360,9720,1,45.7,0.083333333,-2.48490665,4/10/2020,39,16,0.027398974
1574,36043,53168,2,0,4/12/2020,30,1140,870,10920,1,45.7,0.034482759,-3.36729583,4/12/2020,41,18,0.026668247
1575,36043,53168,3,0,4/13/2020,30,1170,780,11700,1,45.7,0.038461538,-3.258096538,4/13/2020,42,19,0.025975486
1576,36043,53168,2,0,4/14/2020,30,1200,270,11970,1,45.7,0.111111111,-2.197224577,4/14/2020,43,20,0.025317808
1577,36043,53168,2,0,4/15/2020,90,1290,690,12660,1,45.7,0.130434783,-2.036881927,4/15/2020,44,21,0.072320662
1578,36043,53168,2,0,4/16/2020,90,1380,900,13560,1,45.7,0.1,-2.302585093,4/16/2020,45,22,0.067441281
1579,36043,53168,1,0,4/17/2020,30,1410,540,14100,1,45.7,0.055555556,-2.890371758,4/17/2020,46,23,0.021506205
1580,36043,53168,3,0,4/18/2020,60,1470,600,14700,1,45.7,0.1,-2.302585093,4/18/2020,47,24,0.041672696
1582,36043,53168,1,0,4/20/2020,30,1500,210,15600,1,45.7,0.142857143,-1.945910149,4/20/2020,49,26,0.020202707
1583,36043,53168,2,0,4/21/2020,90,1590,1020,16620,1,45.7,0.088235294,-2.427748236,4/21/2020,50,27,0.058268908
1584,36043,53168,1,0,4/22/2020,30,1620,750,17370,1,45.7,0.04,-3.218875825,4/22/2020,51,28,0.018692133
1585,36043,53168,2,0,4/23/2020,60,1680,810,18180,1,45.7,0.074074074,-2.602689685,4/23/2020,52,29,0.036367644
1587,36043,53168,3,0,4/25/2020,30,1710,930,20880,1,45.7,0.032258065,-3.433987204,4/25/2020,54,31,0.017699577
1588,36043,53168,1,0,4/26/2020,30,1740,780,21660,1,45.7,0.038461538,-3.258096538,4/26/2020,55,32,0.017391743
1592,36043,53168,2,0,4/30/2020,60,1800,840,24600,1,45.7,0.071428571,-2.63905733,4/30/2020,59,36,0.033901552
1593,36043,53168,3,0,5/1/2020,30,1830,450,25050,1,45.7,0.066666667,-2.708050201,5/1/2020,60,37,0.016529302
1594,36043,53168,1,0,5/2/2020,30,1860,870,25920,1,45.7,0.034482759,-3.36729583,5/2/2020,61,38,0.016260521
1595,36043,53168,2,0,5/3/2020,30,1890,1230,27150,1,45.7,0.024390244,-3.713572067,5/3/2020,62,39,0.016000341
1596,36043,53168,1,0,5/4/2020,120,2010,870,28020,1,45.7,0.137931034,-1.981001469,5/4/2020,63,40,0.061557893
1597,36043,53168,2,0,5/5/2020,30,2040,1980,30000,1,45.7,0.015151515,-4.189654742,5/5/2020,64,41,0.014815086
1598,36043,53168,2,0,5/6/2020,180,2220,1950,31950,1,45.7,0.092307692,-2.382627801,5/6/2020,65,42,0.084557388
1599,36043,53168,2,0,5/7/2020,60,2280,1650,33600,1,45.7,0.036363636,-3.314186005,5/7/2020,66,43,0.026668247
1600,36043,53168,3,0,5/8/2020,30,2310,1290,34890,1,45.7,0.023255814,-3.761200116,5/8/2020,67,44,0.013072082
1601,36043,53168,1,0,5/9/2020,60,2370,1680,36570,1,45.7,0.035714286,-3.33220451,5/9/2020,68,45,0.025642431
1602,36043,53168,1,0,5/10/2020,60,2430,1710,38280,1,45.7,0.035087719,-3.349904087,5/10/2020,69,46,0.025001302
1604,36043,53168,1,0,5/12/2020,90,2520,1830,41370,1,45.7,0.049180328,-3.012261576,5/12/2020,71,48,0.036367644
1605,36043,53168,2,0,5/13/2020,60,2580,1620,42990,1,45.7,0.037037037,-3.295836866,5/13/2020,72,49,0.023530497
1622,36045,52798,2,0,3/18/2020,44,44,308,528,0,91.6,0.142857143,-1.945910149,3/18/2020,16,0,0
1626,36045,52798,2,0,3/22/2020,44,88,880,2948,0,91.6,0.05,-2.995732274,3/22/2020,20,0,0.693147181
1629,36045,52798,1,0,3/25/2020,44,132,1364,4928,0,91.6,0.032258065,-3.433987204,3/25/2020,23,0,0.405465108
1631,36045,52798,2,0,3/27/2020,132,264,1980,7920,1,91.6,0.066666667,-2.708050201,3/27/2020,25,2,0.693147181
1632,36045,52798,1,0,3/28/2020,44,308,2288,10208,1,91.6,0.019230769,-3.951243719,3/28/2020,26,3,0.15415068
1633,36045,52798,1,0,3/29/2020,176,484,4400,14608,1,91.6,0.04,-3.218875825,3/29/2020,27,4,0.451985124
1634,36045,52798,2,0,3/30/2020,44,528,836,15444,1,91.6,0.052631579,-2.944438979,3/30/2020,28,5,0.087011377
1636,36045,52798,1,0,4/1/2020,132,660,2332,18392,1,91.6,0.056603774,-2.871679625,4/1/2020,30,7,0.223143551
1637,36045,52798,1,0,4/2/2020,132,792,2464,20856,1,91.6,0.053571429,-2.926739402,4/2/2020,31,8,0.182321557
1638,36045,52798,3,0,4/3/2020,88,880,1672,22528,1,91.6,0.052631579,-2.944438979,4/3/2020,32,9,0.105360516
1639,36045,52798,2,0,4/4/2020,264,1144,3300,25828,1,91.6,0.08,-2.525728644,4/4/2020,33,10,0.262364264
1640,36045,52798,1,0,4/5/2020,308,1452,4312,30140,1,91.6,0.071428571,-2.63905733,4/5/2020,34,11,0.238411023
1641,36045,52798,1,0,4/6/2020,264,1716,2772,32912,1,91.6,0.095238095,-2.351375257,4/6/2020,35,12,0.167054085
1642,36045,52798,2,0,4/7/2020,44,1760,1100,34012,1,91.6,0.04,-3.218875825,4/7/2020,36,13,0.025317808
1643,36045,52798,1,0,4/8/2020,88,1848,3696,37708,1,91.6,0.023809524,-3.737669618,4/8/2020,37,14,0.048790164
1644,36045,52798,2,0,4/9/2020,44,1892,2288,39996,1,91.6,0.019230769,-3.951243719,4/9/2020,38,15,0.023530497
1645,36045,52798,3,0,4/10/2020,44,1936,1892,41888,1,91.6,0.023255814,-3.761200116,4/10/2020,39,16,0.022989518
1646,36045,52798,1,0,4/11/2020,88,2024,2068,43956,1,91.6,0.042553191,-3.157000421,4/11/2020,40,17,0.044451763
1648,36045,52798,2,0,4/13/2020,44,2068,1628,46640,1,91.6,0.027027027,-3.610917913,4/13/2020,42,19,0.021506205
1650,36045,52798,1,0,4/15/2020,44,2112,1452,48136,1,91.6,0.03030303,-3.496507561,4/15/2020,44,21,0.021053409
1651,36045,52798,2,0,4/16/2020,88,2200,1364,49500,1,91.6,0.064516129,-2.740840024,4/16/2020,45,22,0.040821995
1653,36045,52798,3,0,4/18/2020,176,2376,2332,52536,1,91.6,0.075471698,-2.583997552,4/18/2020,47,24,0.076961041
1657,36045,52798,1,0,4/22/2020,88,2464,1232,55440,1,91.6,0.071428571,-2.63905733,4/22/2020,51,28,0.036367644
1658,36045,52798,2,0,4/23/2020,88,2552,1628,57068,1,91.6,0.054054054,-2.917770732,4/23/2020,52,29,0.03509132
1659,36045,52798,1,0,4/24/2020,44,2596,2772,59840,1,91.6,0.015873016,-4.143134726,4/24/2020,53,30,0.017094433
1660,36045,52798,3,0,4/25/2020,44,2640,1188,61028,1,91.6,0.037037037,-3.295836866,4/25/2020,54,31,0.016807118
1664,36045,52798,3,0,4/29/2020,44,2684,1584,66792,1,91.6,0.027777778,-3.583518938,4/29/2020,58,35,0.016529302
1666,36045,52798,2,0,5/1/2020,44,2728,2112,70532,1,91.6,0.020833333,-3.871201011,5/1/2020,60,37,0.016260521
1668,36045,52798,1,0,5/3/2020,44,2772,3608,76252,1,91.6,0.012195122,-4.406719247,5/3/2020,62,39,0.016000341
1671,36045,52798,2,0,5/6/2020,44,2816,3960,82984,1,91.6,0.011111111,-4.49980967,5/6/2020,65,42,0.015748357
1672,36045,52798,2,0,5/7/2020,88,2904,3608,86592,1,91.6,0.024390244,-3.713572067,5/7/2020,66,43,0.030771659
1673,36045,52798,2,0,5/8/2020,44,2948,2068,88660,1,91.6,0.021276596,-3.850147602,5/8/2020,67,44,0.015037877
1674,36045,52798,1,0,5/9/2020,44,2992,2816,91476,1,91.6,0.015625,-4.158883083,5/9/2020,68,45,0.014815086
1678,36045,52798,1,0,5/13/2020,44,3036,4576,104368,1,91.6,0.009615385,-4.644390899,5/13/2020,72,49,0.014598799
1681,36047,60862,3,,3/4/2020,1,1,4,6,0,35369.2,0.25,-1.386294361,3/4/2020,2,0,0
1683,36047,60862,1,,3/6/2020,3,4,12,25,0,35369.2,0.25,-1.386294361,3/6/2020,4,0,1.386294361
1685,36047,60862,2,,3/8/2020,2,6,10,44,0,35369.2,0.2,-1.609437912,3/8/2020,6,0,0.405465108
1686,36047,60862,2,,3/9/2020,1,7,31,75,0,35369.2,0.032258065,-3.433987204,3/9/2020,7,0,0.15415068
1687,36047,60862,3,,3/10/2020,7,14,29,104,0,35369.2,0.24137931,-1.421385681,3/10/2020,8,0,0.693147181
1688,36047,60862,2,,3/11/2020,2,16,24,128,0,35369.2,0.083333333,-2.48490665,3/11/2020,9,0,0.133531393
1689,36047,60862,1,,3/12/2020,8,24,59,187,0,35369.2,0.13559322,-1.998095902,3/12/2020,10,0,0.405465108
1690,36047,60862,1,,3/13/2020,17,41,136,323,0,35369.2,0.125,-2.079441542,3/13/2020,11,0,0.535518236
1691,36047,60862,3,,3/14/2020,17,58,99,422,0,35369.2,0.171717172,-1.761906506,3/14/2020,12,0,0.346870944
1692,36047,60862,3,,3/15/2020,26,84,166,588,0,35369.2,0.156626506,-1.85389125,3/15/2020,13,0,0.370373788
1693,36047,60862,2,,3/16/2020,39,123,171,759,0,35369.2,0.228070175,-1.47810191,3/16/2020,14,0,0.381367557
1694,36047,60862,3,,3/17/2020,264,387,741,1500,0,35369.2,0.356275304,-1.032051522,3/17/2020,15,0,1.146240338
1695,36047,60862,2,,3/18/2020,273,660,795,2295,0,35369.2,0.343396226,-1.068870319,3/18/2020,16,0,0.533815142
1696,36047,60862,2,,3/19/2020,674,1334,1553,3848,0,35369.2,0.433998712,-0.834713712,3/19/2020,17,0,0.703697391
1697,36047,60862,1,,3/20/2020,538,1872,1378,5226,0,35369.2,0.3904209,-0.940529891,3/20/2020,18,0,0.338825431
1698,36047,60862,2,,3/21/2020,893,2765,1941,7167,0,35369.2,0.460072128,-0.776372002,3/21/2020,19,0,0.390033257
1699,36047,60862,2,,3/22/2020,702,3467,1506,8673,0,35369.2,0.466135458,-0.763279004,3/22/2020,20,0,0.226249032
1700,36047,60862,2,,3/23/2020,700,4167,1422,10095,0,35369.2,0.492264416,-0.708739275,3/23/2020,21,0,0.183906686
1701,36047,60862,1,,3/24/2020,779,4946,1474,11569,0,35369.2,0.528493894,-0.637724027,3/24/2020,22,0,0.171382817
1702,36047,60862,1,,3/25/2020,755,5701,1550,13119,0,35369.2,0.487096774,-0.719292461,3/25/2020,23,0,0.142062429
1703,36047,60862,2,,3/26/2020,1106,6807,1905,15024,1,35369.2,0.580577428,-0.543732105,3/26/2020,24,1,0.177309896
1704,36047,60862,1,,3/27/2020,1238,8045,2254,17278,1,35369.2,0.549245785,-0.599209241,3/27/2020,25,2,0.167099286
1705,36047,60862,1,,3/28/2020,973,9018,1790,19068,1,35369.2,0.543575419,-0.609586817,3/28/2020,26,3,0.1141718
1706,36047,60862,2,,3/29/2020,1011,10029,1627,20695,1,35369.2,0.62138906,-0.475797888,3/29/2020,27,4,0.106258316
1707,36047,60862,1,,3/30/2020,1888,11917,3113,23808,1,35369.2,0.606488917,-0.500068824,3/30/2020,28,5,0.172485056
1708,36047,60862,2,,3/31/2020,1198,13115,2011,25819,1,35369.2,0.595723521,-0.517978611,3/31/2020,29,6,0.095790661
1709,36047,60862,2,,4/1/2020,1189,14304,2041,27860,1,35369.2,0.58255757,-0.540327266,4/1/2020,30,7,0.086782605
1710,36047,60862,1,,4/2/2020,1396,15700,2512,30372,1,35369.2,0.555732484,-0.587468244,4/2/2020,31,8,0.093121494
1711,36047,60862,1,,4/3/2020,1804,17504,3234,33606,1,35369.2,0.557823129,-0.58371334,4/3/2020,32,9,0.108768714
1712,36047,60862,1,,4/4/2020,1054,18558,1990,35596,1,35369.2,0.529648241,-0.635542189,4/4/2020,33,10,0.058471537
1713,36047,60862,3,,4/5/2020,1144,19702,2013,37609,1,35369.2,0.568306011,-0.565095254,4/5/2020,34,11,0.059819191
1714,36047,60862,2,,4/6/2020,1177,20879,2245,39854,1,35369.2,0.524276169,-0.645736693,4/6/2020,35,12,0.058023716
1715,36047,60862,3,,4/7/2020,1203,22082,2607,42461,1,35369.2,0.461449942,-0.773381698,4/7/2020,36,13,0.056018928
1716,36047,60862,1,,4/8/2020,1312,23394,2565,45026,1,35369.2,0.511500975,-0.670405788,4/8/2020,37,14,0.057716782
1717,36047,60862,2,,4/9/2020,1321,24715,2578,47604,1,35369.2,0.512412723,-0.668624879,4/9/2020,38,15,0.054930768
