,FIPS,Median_Household_Income_2018,transit_scores - population weighted averages aggregated from town/city level to county,Test Date,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
3422,36095,57757.0,0.0,2020-03-11,0.0,0.0,2.0,2.0
3423,36095,57757.0,0.0,2020-03-10,0.0,0.0,0.0,0.0
3424,36095,57757.0,0.0,2020-03-09,0.0,0.0,0.0,0.0
3425,36095,57757.0,0.0,2020-03-08,0.0,0.0,0.0,0.0
3426,36095,57757.0,0.0,2020-03-07,0.0,0.0,0.0,0.0
3427,36095,57757.0,0.0,2020-03-06,0.0,0.0,0.0,0.0
3428,36095,57757.0,0.0,2020-03-05,0.0,0.0,0.0,0.0
3429,36095,57757.0,0.0,2020-03-04,0.0,0.0,0.0,0.0
3430,36095,57757.0,0.0,2020-03-03,0.0,0.0,0.0,0.0
3431,36095,57757.0,0.0,2020-03-02,0.0,0.0,0.0,0.0
3432,36097,50190.0,0.0,2020-05-13,0.0,8.0,46.0,674.0
3433,36097,50190.0,0.0,2020-05-12,0.0,8.0,32.0,628.0
3434,36097,50190.0,0.0,2020-05-11,1.0,8.0,17.0,596.0
3435,36097,50190.0,0.0,2020-05-10,0.0,7.0,14.0,579.0
3436,36097,50190.0,0.0,2020-05-09,0.0,7.0,31.0,565.0
3437,36097,50190.0,0.0,2020-05-08,0.0,7.0,38.0,534.0
3438,36097,50190.0,0.0,2020-05-07,0.0,7.0,9.0,496.0
3439,36097,50190.0,0.0,2020-05-06,0.0,7.0,12.0,487.0
3440,36097,50190.0,0.0,2020-05-05,0.0,7.0,31.0,475.0
3441,36097,50190.0,0.0,2020-05-04,0.0,7.0,5.0,444.0
3442,36097,50190.0,0.0,2020-05-03,0.0,7.0,12.0,439.0
3443,36097,50190.0,0.0,2020-05-02,0.0,7.0,2.0,427.0
3444,36097,50190.0,0.0,2020-05-01,0.0,7.0,7.0,425.0
3445,36097,50190.0,0.0,2020-04-30,0.0,7.0,6.0,418.0
3446,36097,50190.0,0.0,2020-04-29,0.0,7.0,7.0,412.0
3447,36097,50190.0,0.0,2020-04-28,0.0,7.0,15.0,405.0
3448,36097,50190.0,0.0,2020-04-27,0.0,7.0,8.0,390.0
3449,36097,50190.0,0.0,2020-04-26,0.0,7.0,9.0,382.0
3450,36097,50190.0,0.0,2020-04-25,0.0,7.0,10.0,373.0
3451,36097,50190.0,0.0,2020-04-24,0.0,7.0,38.0,363.0
3452,36097,50190.0,0.0,2020-04-23,0.0,7.0,18.0,325.0
3453,36097,50190.0,0.0,2020-04-22,0.0,7.0,108.0,307.0
3454,36097,50190.0,0.0,2020-04-21,0.0,7.0,10.0,199.0
3455,36097,50190.0,0.0,2020-04-20,0.0,7.0,4.0,189.0
3456,36097,50190.0,0.0,2020-04-19,1.0,7.0,4.0,185.0
3457,36097,50190.0,0.0,2020-04-18,0.0,6.0,0.0,181.0
3458,36097,50190.0,0.0,2020-04-17,0.0,6.0,4.0,181.0
3459,36097,50190.0,0.0,2020-04-16,0.0,6.0,8.0,177.0
3460,36097,50190.0,0.0,2020-04-15,0.0,6.0,5.0,169.0
3461,36097,50190.0,0.0,2020-04-14,0.0,6.0,0.0,164.0
3462,36097,50190.0,0.0,2020-04-13,1.0,6.0,11.0,164.0
3463,36097,50190.0,0.0,2020-04-12,0.0,5.0,1.0,153.0
3464,36097,50190.0,0.0,2020-04-11,0.0,5.0,1.0,152.0
3465,36097,50190.0,0.0,2020-04-10,0.0,5.0,7.0,151.0
3466,36097,50190.0,0.0,2020-04-09,1.0,5.0,4.0,144.0
3467,36097,50190.0,0.0,2020-04-08,0.0,4.0,20.0,140.0
3468,36097,50190.0,0.0,2020-04-07,0.0,4.0,12.0,120.0
3469,36097,50190.0,0.0,2020-04-06,0.0,4.0,4.0,108.0
3470,36097,50190.0,0.0,2020-04-05,0.0,4.0,9.0,104.0
3471,36097,50190.0,0.0,2020-04-04,0.0,4.0,2.0,95.0
3472,36097,50190.0,0.0,2020-04-03,1.0,4.0,5.0,93.0
3473,36097,50190.0,0.0,2020-04-02,0.0,3.0,13.0,88.0
3474,36097,50190.0,0.0,2020-04-01,1.0,3.0,8.0,75.0
3475,36097,50190.0,0.0,2020-03-31,0.0,2.0,1.0,67.0
3476,36097,50190.0,0.0,2020-03-30,0.0,2.0,6.0,66.0
3477,36097,50190.0,0.0,2020-03-29,1.0,2.0,6.0,60.0
3478,36097,50190.0,0.0,2020-03-28,0.0,1.0,7.0,54.0
3479,36097,50190.0,0.0,2020-03-27,1.0,1.0,6.0,47.0
3480,36097,50190.0,0.0,2020-03-26,0.0,0.0,8.0,41.0
3481,36097,50190.0,0.0,2020-03-25,0.0,0.0,1.0,33.0
3482,36097,50190.0,0.0,2020-03-24,0.0,0.0,0.0,32.0
3483,36097,50190.0,0.0,2020-03-23,0.0,0.0,8.0,32.0
3484,36097,50190.0,0.0,2020-03-22,0.0,0.0,7.0,24.0
3485,36097,50190.0,0.0,2020-03-21,0.0,0.0,3.0,17.0
3486,36097,50190.0,0.0,2020-03-20,0.0,0.0,9.0,14.0
3487,36097,50190.0,0.0,2020-03-19,0.0,0.0,0.0,5.0
3488,36097,50190.0,0.0,2020-03-18,0.0,0.0,1.0,5.0
3489,36097,50190.0,0.0,2020-03-17,0.0,0.0,0.0,4.0
3490,36097,50190.0,0.0,2020-03-16,0.0,0.0,2.0,4.0
3491,36097,50190.0,0.0,2020-03-15,0.0,0.0,1.0,2.0
3492,36097,50190.0,0.0,2020-03-14,0.0,0.0,1.0,1.0
3493,36097,50190.0,0.0,2020-03-13,0.0,0.0,0.0,0.0
3494,36097,50190.0,0.0,2020-03-12,0.0,0.0,0.0,0.0
3495,36097,50190.0,0.0,2020-03-11,0.0,0.0,0.0,0.0
3496,36097,50190.0,0.0,2020-03-10,0.0,0.0,0.0,0.0
3497,36097,50190.0,0.0,2020-03-09,0.0,0.0,0.0,0.0
3498,36097,50190.0,0.0,2020-03-08,0.0,0.0,0.0,0.0
3499,36097,50190.0,0.0,2020-03-07,0.0,0.0,0.0,0.0
3500,36097,50190.0,0.0,2020-03-06,0.0,0.0,0.0,0.0
3501,36097,50190.0,0.0,2020-03-05,0.0,0.0,0.0,0.0
3502,36097,50190.0,0.0,2020-03-04,0.0,0.0,0.0,0.0
3503,36097,50190.0,0.0,2020-03-03,0.0,0.0,0.0,0.0
3504,36097,50190.0,0.0,2020-03-02,0.0,0.0,0.0,0.0
3505,36099,54184.0,1444835.0,2020-05-13,0.0,49.0,40.0,925.0
3506,36099,54184.0,1444835.0,2020-05-12,0.0,49.0,49.0,885.0
3507,36099,54184.0,1444835.0,2020-05-11,0.0,49.0,25.0,836.0
3508,36099,54184.0,1444835.0,2020-05-10,0.0,49.0,41.0,811.0
3509,36099,54184.0,1444835.0,2020-05-09,1.0,49.0,42.0,770.0
3510,36099,54184.0,1444835.0,2020-05-08,2.0,48.0,46.0,728.0
3511,36099,54184.0,1444835.0,2020-05-07,0.0,46.0,19.0,682.0
3512,36099,54184.0,1444835.0,2020-05-06,0.0,46.0,24.0,663.0
3513,36099,54184.0,1444835.0,2020-05-05,0.0,46.0,20.0,639.0
3514,36099,54184.0,1444835.0,2020-05-04,1.0,46.0,26.0,619.0
3515,36099,54184.0,1444835.0,2020-05-03,0.0,45.0,19.0,593.0
3516,36099,54184.0,1444835.0,2020-05-02,3.0,45.0,51.0,574.0
3517,36099,54184.0,1444835.0,2020-05-01,1.0,42.0,26.0,523.0
3518,36099,54184.0,1444835.0,2020-04-30,2.0,41.0,22.0,497.0
3519,36099,54184.0,1444835.0,2020-04-29,1.0,39.0,24.0,475.0
3520,36099,54184.0,1444835.0,2020-04-28,0.0,38.0,13.0,451.0
3521,36099,54184.0,1444835.0,2020-04-27,0.0,38.0,9.0,438.0
3522,36099,54184.0,1444835.0,2020-04-26,0.0,38.0,12.0,429.0
3523,36099,54184.0,1444835.0,2020-04-25,2.0,38.0,11.0,417.0
3524,36099,54184.0,1444835.0,2020-04-24,18.0,36.0,135.0,406.0
3525,36099,54184.0,1444835.0,2020-04-23,0.0,18.0,5.0,271.0
3526,36099,54184.0,1444835.0,2020-04-22,0.0,18.0,15.0,266.0
3527,36099,54184.0,1444835.0,2020-04-21,0.0,18.0,3.0,251.0
3528,36099,54184.0,1444835.0,2020-04-20,0.0,18.0,0.0,248.0
3529,36099,54184.0,1444835.0,2020-04-19,0.0,18.0,2.0,248.0
3530,36099,54184.0,1444835.0,2020-04-18,0.0,18.0,5.0,246.0
3531,36099,54184.0,1444835.0,2020-04-17,0.0,18.0,2.0,241.0
3532,36099,54184.0,1444835.0,2020-04-16,0.0,18.0,3.0,239.0
3533,36099,54184.0,1444835.0,2020-04-15,0.0,18.0,2.0,236.0
3534,36099,54184.0,1444835.0,2020-04-14,0.0,18.0,1.0,234.0
3535,36099,54184.0,1444835.0,2020-04-13,2.0,18.0,33.0,233.0
3536,36099,54184.0,1444835.0,2020-04-12,0.0,16.0,1.0,200.0
3537,36099,54184.0,1444835.0,2020-04-11,0.0,16.0,3.0,199.0
3538,36099,54184.0,1444835.0,2020-04-10,1.0,16.0,5.0,196.0
3539,36099,54184.0,1444835.0,2020-04-09,0.0,15.0,8.0,191.0
3540,36099,54184.0,1444835.0,2020-04-08,3.0,15.0,20.0,183.0
3541,36099,54184.0,1444835.0,2020-04-07,2.0,12.0,14.0,163.0
3542,36099,54184.0,1444835.0,2020-04-06,1.0,10.0,8.0,149.0
3543,36099,54184.0,1444835.0,2020-04-05,0.0,9.0,11.0,141.0
3544,36099,54184.0,1444835.0,2020-04-04,3.0,9.0,15.0,130.0
3545,36099,54184.0,1444835.0,2020-04-03,0.0,6.0,7.0,115.0
3546,36099,54184.0,1444835.0,2020-04-02,2.0,6.0,13.0,108.0
3547,36099,54184.0,1444835.0,2020-04-01,2.0,4.0,14.0,95.0
3548,36099,54184.0,1444835.0,2020-03-31,0.0,2.0,1.0,81.0
3549,36099,54184.0,1444835.0,2020-03-30,2.0,2.0,7.0,80.0
3550,36099,54184.0,1444835.0,2020-03-29,0.0,0.0,5.0,73.0
3551,36099,54184.0,1444835.0,2020-03-28,0.0,0.0,4.0,68.0
3552,36099,54184.0,1444835.0,2020-03-27,0.0,0.0,16.0,64.0
3553,36099,54184.0,1444835.0,2020-03-26,0.0,0.0,11.0,48.0
3554,36099,54184.0,1444835.0,2020-03-25,0.0,0.0,6.0,37.0
3555,36099,54184.0,1444835.0,2020-03-24,0.0,0.0,0.0,31.0
3556,36099,54184.0,1444835.0,2020-03-23,0.0,0.0,11.0,31.0
3557,36099,54184.0,1444835.0,2020-03-22,0.0,0.0,4.0,20.0
3558,36099,54184.0,1444835.0,2020-03-21,0.0,0.0,3.0,16.0
3559,36099,54184.0,1444835.0,2020-03-20,0.0,0.0,6.0,13.0
3560,36099,54184.0,1444835.0,2020-03-19,0.0,0.0,2.0,7.0
3561,36099,54184.0,1444835.0,2020-03-18,0.0,0.0,2.0,5.0
3562,36099,54184.0,1444835.0,2020-03-17,0.0,0.0,1.0,3.0
3563,36099,54184.0,1444835.0,2020-03-16,0.0,0.0,1.0,2.0
3564,36099,54184.0,1444835.0,2020-03-15,0.0,0.0,1.0,1.0
3565,36099,54184.0,1444835.0,2020-03-14,0.0,0.0,0.0,0.0
3566,36099,54184.0,1444835.0,2020-03-13,0.0,0.0,0.0,0.0
3567,36099,54184.0,1444835.0,2020-03-12,0.0,0.0,0.0,0.0
3568,36099,54184.0,1444835.0,2020-03-11,0.0,0.0,0.0,0.0
3569,36099,54184.0,1444835.0,2020-03-10,0.0,0.0,0.0,0.0
3570,36099,54184.0,1444835.0,2020-03-09,0.0,0.0,0.0,0.0
3571,36099,54184.0,1444835.0,2020-03-08,0.0,0.0,0.0,0.0
3572,36099,54184.0,1444835.0,2020-03-07,0.0,0.0,0.0,0.0
3573,36099,54184.0,1444835.0,2020-03-06,0.0,0.0,0.0,0.0
3574,36099,54184.0,1444835.0,2020-03-05,0.0,0.0,0.0,0.0
3575,36099,54184.0,1444835.0,2020-03-04,0.0,0.0,0.0,0.0
3576,36099,54184.0,1444835.0,2020-03-03,0.0,0.0,0.0,0.0
3577,36099,54184.0,1444835.0,2020-03-02,0.0,0.0,0.0,0.0
3578,36099,54184.0,1444835.0,2020-05-13,0.0,192.0,105.0,3829.0
3579,36099,54184.0,1444835.0,2020-05-12,1.0,192.0,151.0,3724.0
3580,36099,54184.0,1444835.0,2020-05-11,1.0,191.0,18.0,3573.0
3581,36099,54184.0,1444835.0,2020-05-10,3.0,190.0,47.0,3555.0
3582,36099,54184.0,1444835.0,2020-05-09,0.0,187.0,51.0,3508.0
3583,36099,54184.0,1444835.0,2020-05-08,0.0,187.0,164.0,3457.0
3584,36099,54184.0,1444835.0,2020-05-07,6.0,187.0,845.0,3293.0
3585,36099,54184.0,1444835.0,2020-05-06,1.0,181.0,53.0,2448.0
3586,36099,54184.0,1444835.0,2020-05-05,2.0,180.0,34.0,2395.0
3587,36099,54184.0,1444835.0,2020-05-04,0.0,178.0,38.0,2361.0
3588,36099,54184.0,1444835.0,2020-05-03,1.0,178.0,85.0,2323.0
3589,36099,54184.0,1444835.0,2020-05-02,1.0,177.0,125.0,2238.0
3590,36099,54184.0,1444835.0,2020-05-01,0.0,176.0,130.0,2113.0
3591,36099,54184.0,1444835.0,2020-04-30,3.0,176.0,157.0,1983.0
3592,36099,54184.0,1444835.0,2020-04-29,3.0,173.0,277.0,1826.0
3593,36099,54184.0,1444835.0,2020-04-28,0.0,170.0,84.0,1549.0
3594,36099,54184.0,1444835.0,2020-04-27,1.0,170.0,19.0,1465.0
3595,36099,54184.0,1444835.0,2020-04-26,2.0,169.0,27.0,1446.0
3596,36099,54184.0,1444835.0,2020-04-25,11.0,167.0,36.0,1419.0
3597,36099,54184.0,1444835.0,2020-04-24,12.0,156.0,64.0,1383.0
3598,36099,54184.0,1444835.0,2020-04-23,5.0,144.0,37.0,1319.0
3599,36099,54184.0,1444835.0,2020-04-22,16.0,139.0,94.0,1282.0
3600,36099,54184.0,1444835.0,2020-04-21,3.0,123.0,6.0,1188.0
3601,36099,54184.0,1444835.0,2020-04-20,10.0,120.0,17.0,1182.0
3602,36099,54184.0,1444835.0,2020-04-19,5.0,110.0,24.0,1165.0
3603,36099,54184.0,1444835.0,2020-04-18,7.0,105.0,25.0,1141.0
3604,36099,54184.0,1444835.0,2020-04-17,2.0,98.0,6.0,1116.0
3605,36099,54184.0,1444835.0,2020-04-16,3.0,96.0,16.0,1110.0
3606,36099,54184.0,1444835.0,2020-04-15,1.0,93.0,48.0,1094.0
3607,36099,54184.0,1444835.0,2020-04-14,0.0,92.0,7.0,1046.0
3608,36099,54184.0,1444835.0,2020-04-13,3.0,92.0,29.0,1039.0
3609,36099,54184.0,1444835.0,2020-04-12,4.0,89.0,47.0,1010.0
3610,36099,54184.0,1444835.0,2020-04-11,5.0,85.0,65.0,963.0
3611,36099,54184.0,1444835.0,2020-04-10,2.0,80.0,19.0,898.0
3612,36099,54184.0,1444835.0,2020-04-09,2.0,78.0,24.0,879.0
3613,36099,54184.0,1444835.0,2020-04-08,7.0,76.0,50.0,855.0
3614,36099,54184.0,1444835.0,2020-04-07,9.0,69.0,69.0,805.0
3615,36099,54184.0,1444835.0,2020-04-06,1.0,60.0,64.0,736.0
3616,36099,54184.0,1444835.0,2020-04-05,4.0,59.0,43.0,672.0
3617,36099,54184.0,1444835.0,2020-04-04,3.0,55.0,46.0,629.0
3618,36099,54184.0,1444835.0,2020-04-03,9.0,52.0,81.0,583.0
3619,36099,54184.0,1444835.0,2020-04-02,4.0,43.0,54.0,502.0
3620,36099,54184.0,1444835.0,2020-04-01,5.0,39.0,30.0,448.0
3621,36099,54184.0,1444835.0,2020-03-31,4.0,34.0,32.0,418.0
3622,36099,54184.0,1444835.0,2020-03-30,17.0,30.0,74.0,386.0
3623,36099,54184.0,1444835.0,2020-03-29,1.0,13.0,44.0,312.0
3624,36099,54184.0,1444835.0,2020-03-28,4.0,12.0,65.0,268.0
3625,36099,54184.0,1444835.0,2020-03-27,5.0,8.0,82.0,203.0
3626,36099,54184.0,1444835.0,2020-03-26,1.0,3.0,29.0,121.0
3627,36099,54184.0,1444835.0,2020-03-25,1.0,2.0,14.0,92.0
3628,36099,54184.0,1444835.0,2020-03-24,0.0,1.0,10.0,78.0
3629,36099,54184.0,1444835.0,2020-03-23,0.0,1.0,6.0,68.0
3630,36099,54184.0,1444835.0,2020-03-22,0.0,1.0,9.0,62.0
3631,36099,54184.0,1444835.0,2020-03-21,1.0,1.0,20.0,53.0
3632,36099,54184.0,1444835.0,2020-03-20,0.0,0.0,7.0,33.0
3633,36099,54184.0,1444835.0,2020-03-19,0.0,0.0,7.0,26.0
3634,36099,54184.0,1444835.0,2020-03-18,0.0,0.0,3.0,19.0
3635,36099,54184.0,1444835.0,2020-03-17,0.0,0.0,7.0,16.0
3636,36099,54184.0,1444835.0,2020-03-16,0.0,0.0,0.0,9.0
3637,36099,54184.0,1444835.0,2020-03-15,0.0,0.0,1.0,9.0
3638,36099,54184.0,1444835.0,2020-03-14,0.0,0.0,1.0,8.0
3639,36099,54184.0,1444835.0,2020-03-13,0.0,0.0,1.0,7.0
3640,36099,54184.0,1444835.0,2020-03-12,0.0,0.0,1.0,6.0
3641,36099,54184.0,1444835.0,2020-03-11,0.0,0.0,2.0,5.0
3642,36099,54184.0,1444835.0,2020-03-10,0.0,0.0,1.0,3.0
3643,36099,54184.0,1444835.0,2020-03-09,0.0,0.0,0.0,2.0
3644,36099,54184.0,1444835.0,2020-03-08,0.0,0.0,0.0,2.0
3645,36099,54184.0,1444835.0,2020-03-07,0.0,0.0,2.0,2.0
3646,36099,54184.0,1444835.0,2020-03-06,0.0,0.0,0.0,0.0
3647,36099,54184.0,1444835.0,2020-03-05,0.0,0.0,0.0,0.0
3648,36099,54184.0,1444835.0,2020-03-04,0.0,0.0,0.0,0.0
3649,36099,54184.0,1444835.0,2020-03-03,0.0,0.0,0.0,0.0
3650,36099,54184.0,1444835.0,2020-03-02,0.0,0.0,0.0,0.0
3651,36101,54862.0,2556105385.0,2020-05-13,0.0,230.0,103.0,3481.0
3652,36101,54862.0,2556105385.0,2020-05-12,1.0,230.0,306.0,3378.0
3653,36101,54862.0,2556105385.0,2020-05-11,1.0,229.0,90.0,3072.0
3654,36101,54862.0,2556105385.0,2020-05-10,1.0,228.0,58.0,2982.0
3655,36101,54862.0,2556105385.0,2020-05-09,1.0,227.0,73.0,2924.0
3656,36101,54862.0,2556105385.0,2020-05-08,1.0,226.0,228.0,2851.0
3657,36101,54862.0,2556105385.0,2020-05-07,1.0,225.0,101.0,2623.0
3658,36101,54862.0,2556105385.0,2020-05-06,1.0,224.0,66.0,2522.0
3659,36101,54862.0,2556105385.0,2020-05-05,2.0,223.0,114.0,2456.0
3660,36101,54862.0,2556105385.0,2020-05-04,2.0,221.0,90.0,2342.0
3661,36101,54862.0,2556105385.0,2020-05-03,1.0,219.0,70.0,2252.0
3662,36101,54862.0,2556105385.0,2020-05-02,1.0,218.0,41.0,2182.0
3663,36101,54862.0,2556105385.0,2020-05-01,1.0,217.0,62.0,2141.0
3664,36101,54862.0,2556105385.0,2020-04-30,0.0,216.0,42.0,2079.0
3665,36101,54862.0,2556105385.0,2020-04-29,2.0,216.0,63.0,2037.0
3666,36101,54862.0,2556105385.0,2020-04-28,4.0,214.0,105.0,1974.0
3667,36101,54862.0,2556105385.0,2020-04-27,1.0,210.0,58.0,1869.0
3668,36101,54862.0,2556105385.0,2020-04-26,2.0,209.0,10.0,1811.0
3669,36101,54862.0,2556105385.0,2020-04-25,3.0,207.0,35.0,1801.0
3670,36101,54862.0,2556105385.0,2020-04-24,33.0,204.0,556.0,1766.0
3671,36101,54862.0,2556105385.0,2020-04-23,0.0,171.0,28.0,1210.0
3672,36101,54862.0,2556105385.0,2020-04-22,0.0,171.0,24.0,1182.0
3673,36101,54862.0,2556105385.0,2020-04-21,1.0,171.0,41.0,1158.0
3674,36101,54862.0,2556105385.0,2020-04-20,3.0,170.0,33.0,1117.0
3675,36101,54862.0,2556105385.0,2020-04-19,0.0,167.0,4.0,1084.0
3676,36101,54862.0,2556105385.0,2020-04-18,7.0,167.0,100.0,1080.0
3677,36101,54862.0,2556105385.0,2020-04-17,6.0,160.0,92.0,980.0
3678,36101,54862.0,2556105385.0,2020-04-16,0.0,154.0,25.0,888.0
3679,36101,54862.0,2556105385.0,2020-04-15,3.0,154.0,20.0,863.0
3680,36101,54862.0,2556105385.0,2020-04-14,4.0,151.0,24.0,843.0
3681,36101,54862.0,2556105385.0,2020-04-13,24.0,147.0,90.0,819.0
3682,36101,54862.0,2556105385.0,2020-04-12,2.0,123.0,10.0,729.0
3683,36101,54862.0,2556105385.0,2020-04-11,2.0,121.0,12.0,719.0
3684,36101,54862.0,2556105385.0,2020-04-10,2.0,119.0,28.0,707.0
3685,36101,54862.0,2556105385.0,2020-04-09,28.0,117.0,97.0,679.0
3686,36101,54862.0,2556105385.0,2020-04-08,7.0,89.0,50.0,582.0
3687,36101,54862.0,2556105385.0,2020-04-07,7.0,82.0,67.0,532.0
3688,36101,54862.0,2556105385.0,2020-04-06,0.0,75.0,22.0,465.0
3689,36101,54862.0,2556105385.0,2020-04-05,12.0,75.0,40.0,443.0
3690,36101,54862.0,2556105385.0,2020-04-04,8.0,63.0,31.0,403.0
3691,36101,54862.0,2556105385.0,2020-04-03,9.0,55.0,27.0,372.0
3692,36101,54862.0,2556105385.0,2020-04-02,3.0,46.0,36.0,345.0
3693,36101,54862.0,2556105385.0,2020-04-01,5.0,43.0,25.0,309.0
3694,36101,54862.0,2556105385.0,2020-03-31,14.0,38.0,56.0,284.0
3695,36101,54862.0,2556105385.0,2020-03-30,5.0,24.0,39.0,228.0
3696,36101,54862.0,2556105385.0,2020-03-29,2.0,19.0,8.0,189.0
3697,36101,54862.0,2556105385.0,2020-03-28,4.0,17.0,22.0,181.0
3698,36101,54862.0,2556105385.0,2020-03-27,1.0,13.0,27.0,159.0
3699,36101,54862.0,2556105385.0,2020-03-26,1.0,12.0,25.0,132.0
3700,36101,54862.0,2556105385.0,2020-03-25,3.0,11.0,30.0,107.0
3701,36101,54862.0,2556105385.0,2020-03-24,3.0,8.0,13.0,77.0
3702,36101,54862.0,2556105385.0,2020-03-23,1.0,5.0,2.0,64.0
3703,36101,54862.0,2556105385.0,2020-03-22,1.0,4.0,10.0,62.0
3704,36101,54862.0,2556105385.0,2020-03-21,1.0,3.0,17.0,52.0
3705,36101,54862.0,2556105385.0,2020-03-20,2.0,2.0,27.0,35.0
3706,36101,54862.0,2556105385.0,2020-03-19,0.0,0.0,3.0,8.0
3707,36101,54862.0,2556105385.0,2020-03-18,0.0,0.0,4.0,5.0
3708,36101,54862.0,2556105385.0,2020-03-17,0.0,0.0,0.0,1.0
3709,36101,54862.0,2556105385.0,2020-03-16,0.0,0.0,0.0,1.0
3710,36101,54862.0,2556105385.0,2020-03-15,0.0,0.0,0.0,1.0
3711,36101,54862.0,2556105385.0,2020-03-14,0.0,0.0,0.0,1.0
3712,36101,54862.0,2556105385.0,2020-03-13,0.0,0.0,1.0,1.0
3713,36101,54862.0,2556105385.0,2020-03-12,0.0,0.0,0.0,0.0
3714,36101,54862.0,2556105385.0,2020-03-11,0.0,0.0,0.0,0.0
3715,36101,54862.0,2556105385.0,2020-03-10,0.0,0.0,0.0,0.0
3716,36101,54862.0,2556105385.0,2020-03-09,0.0,0.0,0.0,0.0
3717,36101,54862.0,2556105385.0,2020-03-08,0.0,0.0,0.0,0.0
3718,36101,54862.0,2556105385.0,2020-03-07,0.0,0.0,0.0,0.0
3719,36101,54862.0,2556105385.0,2020-03-06,0.0,0.0,0.0,0.0
3720,36101,54862.0,2556105385.0,2020-03-05,0.0,0.0,0.0,0.0
3721,36101,54862.0,2556105385.0,2020-03-04,0.0,0.0,0.0,0.0
3722,36101,54862.0,2556105385.0,2020-03-03,0.0,0.0,0.0,0.0
3723,36101,54862.0,2556105385.0,2020-03-02,0.0,0.0,0.0,0.0
3724,36103,100075.0,3938568412.0,2020-05-13,239.0,37544.0,3229.0,124052.0
3725,36103,100075.0,3938568412.0,2020-05-12,243.0,37305.0,2950.0,120823.0
3726,36103,100075.0,3938568412.0,2020-05-11,151.0,37062.0,1964.0,117873.0
3727,36103,100075.0,3938568412.0,2020-05-10,209.0,36911.0,2014.0,115909.0
3728,36103,100075.0,3938568412.0,2020-05-09,241.0,36702.0,2556.0,113895.0
3729,36103,100075.0,3938568412.0,2020-05-08,238.0,36461.0,2227.0,111339.0
3730,36103,100075.0,3938568412.0,2020-05-07,331.0,36223.0,2357.0,109112.0
3731,36103,100075.0,3938568412.0,2020-05-06,349.0,35892.0,2668.0,106755.0
3732,36103,100075.0,3938568412.0,2020-05-05,268.0,35543.0,2112.0,104087.0
3733,36103,100075.0,3938568412.0,2020-05-04,198.0,35275.0,1586.0,101975.0
3734,36103,100075.0,3938568412.0,2020-05-03,222.0,35077.0,1640.0,100389.0
3735,36103,100075.0,3938568412.0,2020-05-02,377.0,34855.0,2521.0,98749.0
3736,36103,100075.0,3938568412.0,2020-05-01,441.0,34478.0,2660.0,96228.0
3737,36103,100075.0,3938568412.0,2020-04-30,373.0,34037.0,2207.0,93568.0
3738,36103,100075.0,3938568412.0,2020-04-29,399.0,33664.0,2193.0,91361.0
3739,36103,100075.0,3938568412.0,2020-04-28,541.0,33265.0,2669.0,89168.0
3740,36103,100075.0,3938568412.0,2020-04-27,254.0,32724.0,1429.0,86499.0
3741,36103,100075.0,3938568412.0,2020-04-26,411.0,32470.0,1826.0,85070.0
3742,36103,100075.0,3938568412.0,2020-04-25,691.0,32059.0,2830.0,83244.0
3743,36103,100075.0,3938568412.0,2020-04-24,762.0,31368.0,2860.0,80414.0
3744,36103,100075.0,3938568412.0,2020-04-23,1039.0,30606.0,3858.0,77554.0
3745,36103,100075.0,3938568412.0,2020-04-22,713.0,29567.0,2428.0,73696.0
3746,36103,100075.0,3938568412.0,2020-04-21,700.0,28854.0,2188.0,71268.0
3747,36103,100075.0,3938568412.0,2020-04-20,492.0,28154.0,1482.0,69080.0
3748,36103,100075.0,3938568412.0,2020-04-19,774.0,27662.0,2278.0,67598.0
3749,36103,100075.0,3938568412.0,2020-04-18,745.0,26888.0,2392.0,65320.0
3750,36103,100075.0,3938568412.0,2020-04-17,1108.0,26143.0,3385.0,62928.0
3751,36103,100075.0,3938568412.0,2020-04-16,853.0,25035.0,2496.0,59543.0
3752,36103,100075.0,3938568412.0,2020-04-15,904.0,24182.0,2536.0,57047.0
3753,36103,100075.0,3938568412.0,2020-04-14,816.0,23278.0,2135.0,54511.0
3754,36103,100075.0,3938568412.0,2020-04-13,819.0,22462.0,2246.0,52376.0
3755,36103,100075.0,3938568412.0,2020-04-12,827.0,21643.0,2164.0,50130.0
3756,36103,100075.0,3938568412.0,2020-04-11,933.0,20816.0,2215.0,47966.0
3757,36103,100075.0,3938568412.0,2020-04-10,1191.0,19883.0,2556.0,45751.0
3758,36103,100075.0,3938568412.0,2020-04-09,1279.0,18692.0,2942.0,43195.0
3759,36103,100075.0,3938568412.0,2020-04-08,1569.0,17413.0,3889.0,40253.0
3760,36103,100075.0,3938568412.0,2020-04-07,1327.0,15844.0,3139.0,36364.0
3761,36103,100075.0,3938568412.0,2020-04-06,1030.0,14517.0,2323.0,33225.0
3762,36103,100075.0,3938568412.0,2020-04-05,1082.0,13487.0,2211.0,30902.0
3763,36103,100075.0,3938568412.0,2020-04-04,1035.0,12405.0,2200.0,28691.0
3764,36103,100075.0,3938568412.0,2020-04-03,1216.0,11370.0,2463.0,26491.0
3765,36103,100075.0,3938568412.0,2020-04-02,1408.0,10154.0,2575.0,24028.0
