county,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
51013,223945,27,13,11,53,7,89,97,44,2,2,88,60,82,56,0.090393335,0.13002534,0.082984664,0.065220617,0.11941162,0.55610973,0.022317937,0.036678731,0.026879041,0.41981736,0.15463172,0.23025744,0.037362482
51015,74053,10,14,10,30,64,6,6,2,6,6,29,11,7,5,0.09525165,0.12821379,0.03968779,0.14018866,0.03420959,0.20635879,0.007495559,0.049989466,0.043926902,0.39566258,0.023618219,0.015907526,0.002735346
51017,4583,13,8,16,28,48,21,32,2,2,2,95,18,17,1,0.07731729,0.13825275,0.034257036,0.12050307,0.049860206,0.30335507,0.006523765,0.038495973,0.06274008,0.43224961,0.034693431,0.031420466,0
51019,76463,7,16,6,46,47,16,2,1,16,16,38,8,9,10,0.097184137,0.1181208,0.07106705,0.11916273,0.046386193,0.18766958,0.004445752,0.061702128,0.057087243,0.39887264,0.01910728,0.018793404,0.005491811
51021,6662,21,20,14,37,68,30,4,14,68,68,6,3,6,5,0.10847162,0.13533409,0.050285198,0.14710516,0.055853099,0.20084162,0.012241775,0.093762256,0.081459641,0.37721404,0.013209246,0.013959772,0.002677888
51023,33155,2,10,1,28,22,8,1,7,4,4,21,4,13,8,0.082254775,0.085365854,0.034022018,0.089350104,0.037326723,0.1238287,0.010377139,0.047407035,0.046812195,0.39037853,0.014085357,0.023948122,0.004414156
51025,16930,74,91,55,99,96,83,21,32,89,89,8,8,7,2,0.22240205,0.18606991,0.55664504,0.24072848,0.10243408,0.26994592,0.018086545,0.11297935,0.031404477,0.38062611,0.019255759,0.015652688,0.000507099
51027,23486,57,96,33,24,99,56,6,7,88,88,25,1,4,1,0.26120204,0.15856622,0.026526442,0.30164793,0.073077738,0.21107817,0.010061428,0.11062992,0.10756819,0.39257431,0.003150813,0.010772375,0
51029,17068,54,80,30,94,96,53,8,14,91,91,2,9,6,13,0.19100599,0.15579709,0.34409422,0.22800747,0.070676424,0.22416562,0.012493307,0.11845203,0.05655143,0.36067495,0.021502227,0.01482306,0.006782081
51031,55012,22,37,24,69,70,18,12,7,14,14,77,8,12,7,0.13422091,0.14956737,0.13949683,0.15208447,0.048276812,0.23950255,0.010279473,0.060670651,0.051793858,0.41249183,0.019159457,0.023267651,0.003946583
51033,29349,41,36,63,90,81,33,3,12,61,61,32,22,16,7,0.13256516,0.19867955,0.28621078,0.17799547,0.057520509,0.19279854,0.011577028,0.088653751,0.055002816,0.3968108,0.039626565,0.029200314,0.003646308
51035,29856,31,58,21,8,86,36,6,5,27,27,82,15,9,12,0.16896807,0.14566745,0.007636656,0.20179678,0.058814153,0.20983423,0.009324195,0.069967456,0.067770757,0.41452304,0.029340835,0.018756699,0.006375518
51036,7118,33,36,36,98,97,13,2,6,56,56,22,6,4,3,0.13161236,0.1626409,0.48033154,0.24414098,0.043357614,0.18695803,0.009712106,0.086247779,0.063118815,0.39112109,0.016718179,0.011098623,0.001734305
51037,12313,58,89,44,93,91,85,32,16,8,8,77,1,2,1,0.21329708,0.17080244,0.31186551,0.21990876,0.1065001,0.30531442,0.01291552,0.052764308,0.038281251,0.412166,0.007390563,0.008202713,0
51041,328176,7,7,27,83,23,3,12,11,27,27,11,41,44,39,0.074256949,0.15338315,0.22301447,0.090370953,0.029452812,0.23670128,0.011258851,0.070030399,0.053823713,0.38444614,0.077467576,0.080929138,0.022149542
51043,14299,14,22,22,39,50,13,13,1,15,15,60,22,23,10,0.11063709,0.14798695,0.054829009,0.12307391,0.042888165,0.24086139,0.006333695,0.061329041,0.057147119,0.40513322,0.040632211,0.041331563,0.005247919
51045,5212,6,26,1,1,34,44,3,1,2,2,80,1,1,1,0.11761309,0.088278934,0.001534919,0.10418291,0.065492325,0.1897019,0,0.04164717,0.042120207,0.41385266,0.000191865,0.003645434,0
51047,48424,33,13,43,69,76,26,22,43,35,35,8,45,38,29,0.092509314,0.16999196,0.1387535,0.16219233,0.052558281,0.27199516,0.022222223,0.075502537,0.062555663,0.38084421,0.090182558,0.06806542,0.016046019
51049,9859,73,87,72,93,92,44,23,32,88,88,71,1,1,1,0.20452915,0.20689656,0.33147377,0.22544117,0.065304086,0.27891326,0.017946161,0.10990184,0.069830716,0.40947357,0.001217162,0.003448626,0
51051,15463,56,89,22,9,97,85,8,37,56,56,57,1,3,2,0.21415764,0.14787768,0.0089892,0.24874055,0.10572119,0.2256245,0.019661563,0.086264968,0.084222138,0.40367329,0.007631119,0.009635905,0.001128122
51053,28110,45,45,62,93,82,9,11,25,73,73,33,14,11,3,0.14822792,0.19692047,0.3283529,0.18176705,0.039138746,0.23362511,0.015393903,0.099319629,0.084717609,0.39740306,0.028175026,0.021771612,0.001710434
51057,11151,38,39,36,96,80,31,18,18,62,62,97,1,5,2,0.13874559,0.16310751,0.41036677,0.17726693,0.056094185,0.26385042,0.013619576,0.089289032,0.1054303,0.43933278,0.005291005,0.013092997,0.000923361
51059,1128722,11,3,6,55,16,15,39,64,5,5,10,61,90,73,0.059637841,0.1196493,0.090539567,0.080436841,0.044775777,0.32282498,0.031338967,0.049539905,0.040295854,0.38291714,0.16115659,0.29962647,0.065652281
51061,67463,2,2,1,47,21,3,6,5,6,6,8,38,33,12,0.056114916,0.098581806,0.073951647,0.087869667,0.029285865,0.20856114,0.008942572,0.051022828,0.046783082,0.38161659,0.069830872,0.059988439,0.006230134
51063,15523,16,17,1,22,78,7,8,39,16,16,67,12,10,12,0.10048591,0.073632538,0.024415383,0.16845465,0.035401054,0.22309041,0.020411417,0.06168174,0.054183993,0.40745988,0.025768215,0.019197321,0.006219104
51065,26014,5,4,2,69,43,8,2,29,9,9,95,17,19,20,0.065524645,0.10408051,0.14376874,0.11332827,0.03720554,0.17864725,0.016884036,0.054972515,0.045027073,0.43195972,0.032021221,0.034212347,0.010413507
51067,56315,24,45,11,53,75,25,9,37,21,21,88,13,13,10,0.14856066,0.12997347,0.083974071,0.15963893,0.052007418,0.22592609,0.019880116,0.065014251,0.062562481,0.41933766,0.026582615,0.023705941,0.005088619
51069,81340,11,4,9,31,53,8,7,46,7,7,21,38,31,23,0.06542068,0.12661546,0.044098843,0.1261394,0.037480902,0.21880835,0.023187913,0.051599637,0.048447859,0.39005411,0.072252274,0.054733217,0.012323884
51071,16907,25,24,35,16,75,54,12,22,6,6,91,3,8,1,0.1132132,0.16093138,0.015555687,0.16011259,0.071369298,0.23941909,0.014661134,0.050547373,0.044148382,0.42461702,0.012066009,0.017034365,0
51073,37001,3,7,3,52,28,9,6,1,4,4,22,16,11,4,0.074470401,0.10950049,0.081132941,0.09770529,0.038935576,0.20994398,0.006232493,0.047989186,0.043803096,0.39142185,0.030053241,0.021512931,0.002380953
51075,21721,2,2,1,75,30,1,1,3,6,6,6,10,21,10,0.056942813,0.078214057,0.1773399,0.099993795,0.018163966,0.13009328,0.007854688,0.050870009,0.045368619,0.37811336,0.022973159,0.037014872,0.005400098
51077,15573,54,89,36,24,89,50,16,1,71,71,93,15,7,21,0.21399829,0.16347906,0.02741925,0.21420006,0.068138339,0.25548196,0.005739514,0.097116135,0.081101529,0.42695692,0.029345663,0.015090221,0.010890361
51079,18938,16,17,4,43,70,10,8,29,41,41,27,27,24,18,0.098789789,0.11366337,0.064526349,0.15239778,0.040078752,0.22486289,0.016875263,0.077048823,0.070096768,0.3941282,0.048579574,0.04308797,0.009140768
51081,11760,74,84,84,99,96,85,25,30,30,30,1,21,12,1,0.19727261,0.22035256,0.57304424,0.2382196,0.10671256,0.28427997,0.017498566,0.071274295,0.047169812,0.31794217,0.038435373,0.022704082,0
51083,35506,55,81,42,94,86,74,23,13,46,46,92,8,6,4,0.19210291,0.16893558,0.36729005,0.2022827,0.090839162,0.27664337,0.012097902,0.078462936,0.054028828,0.42587167,0.018898215,0.014335605,0.002167832
51085,101340,1,3,2,56,15,1,3,4,4,4,5,12,20,14,0.060183693,0.1060864,0.092332743,0.078396551,0.025438434,0.18992072,0.008541761,0.045445848,0.039367955,0.37519243,0.024985198,0.036007501,0.007500734
51087,318864,31,20,60,90,25,30,58,25,25,25,59,30,58,48,0.10730547,0.19304271,0.29223743,0.093416981,0.05582355,0.37120453,0.015250143,0.068400867,0.051685672,0.40462077,0.052897159,0.11934242,0.028598031
51089,52580,61,77,46,83,90,52,16,47,83,83,93,29,18,32,0.18323196,0.17452861,0.22130087,0.21612135,0.069462411,0.25447246,0.023600267,0.10537431,0.082509004,0.42732978,0.051825788,0.03172309,0.017175999
51091,2244,21,31,1,1,76,74,1,31,1,1,99,1,2,1,0.12611806,0.086206898,0,0.16315205,0.09150327,0.17553689,0.01774043,0.0122631,0.010934394,0.46479502,0,0.007130125,0
51093,35740,16,25,7,83,62,18,8,4,54,54,7,12,15,3,0.11672921,0.12334152,0.22756016,0.13697876,0.047715884,0.21933329,0.00871523,0.084925689,0.068963051,0.38013431,0.025153888,0.02686066,0.001743046
51095,70673,2,9,5,68,6,7,15,3,8,8,96,29,36,30,0.080904156,0.11584138,0.13354464,0.062075596,0.035500001,0.25057143,0.008035715,0.054106973,0.047352843,0.43455067,0.052367948,0.064550817,0.016285714
51097,7106,26,37,25,88,70,12,13,62,9,9,11,17,15,17,0.13354911,0.15132925,0.2654095,0.15204453,0.042156186,0.24118866,0.030062197,0.055505551,0.05743381,0.38516745,0.033070646,0.027441598,0.008984105
51099,24933,5,2,11,75,11,5,21,12,39,39,8,23,10,1,0.055162944,0.13096175,0.17454779,0.073415525,0.031746034,0.26960257,0.011815253,0.076397814,0.060117725,0.38078049,0.042112861,0.019772992,0.000477384
51101,16097,11,27,6,78,50,2,2,27,10,10,10,1,11,4,0.11841448,0.11972759,0.19314158,0.1233772,0.025679259,0.18306826,0.016070245,0.056504928,0.044767182,0.38336337,0.007827546,0.020811331,0.002319417
51103,11129,15,24,8,90,30,55,15,1,60,60,100,5,10,2,0.11278059,0.1234609,0.27971965,0.10003407,0.072037183,0.24980634,0.00580945,0.087934107,0.051244076,0.50220144,0.015634827,0.019318897,0.000580945
51105,25206,63,96,22,29,97,51,21,38,93,93,21,7,4,2,0.25393951,0.14746904,0.036578592,0.25477052,0.068713605,0.26881948,0.02022234,0.12586348,0.12160326,0.39018488,0.017614854,0.011108466,0.001058761
51107,351129,2,1,3,46,6,1,9,31,2,2,3,56,82,58,0.04021702,0.11008475,0.071554899,0.064303063,0.025186896,0.22895655,0.017887369,0.039986316,0.037937924,0.36865655,0.13178347,0.23286599,0.041372806
51109,33986,20,17,11,73,79,11,5,26,53,53,30,12,18,7,0.10003842,0.13159314,0.16665685,0.17188784,0.04146855,0.20461455,0.015667628,0.083859608,0.08027859,0.39595717,0.024980875,0.032219149,0.003819472
51111,12558,66,87,52,94,97,55,18,48,46,46,7,22,19,17,0.20461483,0.18175958,0.33779263,0.25575027,0.072852083,0.26350752,0.024357839,0.078343086,0.059766766,0.3804746,0.04037267,0.034559645,0.008857396
51113,13147,28,29,2,52,78,50,22,64,18,18,90,9,10,7,0.12439269,0.10099824,0.08252833,0.16918266,0.067959227,0.27343595,0.031581052,0.062668011,0.061576795,0.42260593,0.020917319,0.019396059,0.003797721
51115,8880,1,6,1,59,15,7,1,1,2,2,100,4,9,1,0.069643266,0.099441342,0.10259009,0.078765616,0.036258537,0.17183395,0,0.036654901,0.031549297,0.47454956,0.013963964,0.018018018,0
51117,31555,54,84,41,94,89,71,17,21,31,31,94,12,12,8,0.19811665,0.16844268,0.35078433,0.21153264,0.086845055,0.25957379,0.014500882,0.072017461,0.051303122,0.42772937,0.025732847,0.022373633,0.004486461
51119,10717,11,14,3,78,50,44,1,20,18,18,97,8,7,1,0.094696239,0.11061491,0.19296445,0.12264379,0.065637954,0.16789497,0.014279134,0.062700965,0.035331067,0.44144815,0.020061584,0.015582719,0
51121,96467,42,95,18,31,21,38,84,9,10,10,64,15,48,34,0.24841501,0.14166272,0.041299097,0.08708743,0.060711954,0.45756981,0.010824171,0.056708816,0.05099177,0.40693709,0.029595613,0.088216692,0.018580073
51125,14858,48,45,67,68,75,50,24,49,10,10,92,18,21,20,0.14716107,0.20165125,0.1344057,0.16075693,0.068465054,0.2793816,0.02460956,0.056112226,0.053144809,0.42542738,0.034661461,0.038228564,0.01056949
51127,19560,4,6,7,65,29,1,1,11,17,17,1,11,14,5,0.069798023,0.12298993,0.12239264,0.098980553,0.023290861,0.14508837,0.011234416,0.062375449,0.055074394,0.35940695,0.024335379,0.024693251,0.002877106
51131,12184,66,92,40,94,86,88,35,11,72,72,99,42,31,39,0.22983667,0.16811036,0.36441234,0.20261951,0.11490092,0.31135669,0.011242379,0.098417208,0.039999999,0.45412016,0.080105059,0.056385424,0.022103658
51133,12304,17,22,7,90,47,28,1,50,58,58,100,1,14,2,0.11004395,0.12164179,0.28567946,0.11901561,0.054427572,0.16294147,0.025081044,0.087327376,0.06480971,0.49398568,0.004551366,0.025438882,0.001023716
51135,15711,87,94,90,95,91,81,47,34,90,90,21,22,15,18,0.24137931,0.2324224,0.38463497,0.22282024,0.099660046,0.34675255,0.018786903,0.11467811,0.042443063,0.3905544,0.039335497,0.027242059,0.009482913
51137,34596,25,28,27,66,49,20,14,64,51,51,86,22,30,14,0.1211236,0.15384616,0.12715343,0.12149686,0.049180329,0.24519907,0.031147541,0.082713574,0.064106375,0.4173604,0.040553823,0.054572783,0.007103825
51139,23843,47,56,25,17,96,8,29,31,72,72,85,7,8,4,0.16429539,0.1510565,0.015979532,0.22919828,0.037451986,0.29620144,0.017819036,0.098696977,0.091139928,0.41660026,0.01786688,0.01627312,0.001920615
51141,18264,43,89,8,43,89,33,10,21,55,55,91,13,9,10,0.21185218,0.12339839,0.063950941,0.2128403,0.057509627,0.23311938,0.014377407,0.085682236,0.079209328,0.42389399,0.026883487,0.018999124,0.005006419
51143,62794,37,54,24,82,83,31,10,27,50,50,42,11,12,11,0.1607267,0.14994469,0.21368283,0.19328764,0.056021981,0.23214012,0.015989926,0.081354491,0.067878678,0.40008599,0.023967259,0.022088097,0.0061441
51145,28207,3,1,3,65,38,1,1,6,6,6,1,8,14,3,0.048944488,0.11103996,0.12153012,0.1085256,0.022713259,0.12651592,0.009866392,0.049711157,0.044482332,0.3457298,0.019746872,0.02538377,0.001747174
51147,23022,72,88,62,93,81,83,50,35,30,30,91,11,17,3,0.21003948,0.19560209,0.3280775,0.1797335,0.10176812,0.35200432,0.018895937,0.071249433,0.036054637,0.42515853,0.024063939,0.031144124,0.001214739
51149,37380,24,17,26,92,50,11,28,16,88,88,1,38,23,30,0.10040221,0.15202089,0.31091493,0.12291511,0.041343901,0.29427129,0.012970636,0.1101175,0.072923452,0.35018727,0.071375065,0.040797219,0.016303368
51153,437271,15,5,33,79,33,3,25,63,8,8,4,71,80,67,0.066502832,0.15902396,0.19708602,0.10330078,0.027705893,0.28546575,0.030988201,0.05443814,0.047952093,0.37372935,0.21476156,0.21858984,0.051924791
51155,34528,29,37,23,41,75,35,26,5,32,32,82,4,6,2,0.13476895,0.14877628,0.05832947,0.15996872,0.058759149,0.28750256,0.009371366,0.07311593,0.071424022,0.41412768,0.014509963,0.014191381,0.000684041
51157,7431,9,17,2,31,61,6,12,5,1,1,83,18,26,37,0.098880343,0.10413005,0.041851703,0.13521677,0.035135962,0.238619,0.008860373,0.033126935,0.031268265,0.41488358,0.033777419,0.048445702,0.020470517
51159,8989,39,19,46,90,89,50,16,24,50,50,1,35,36,55,0.10547096,0.17468105,0.28690621,0.20943396,0.068521738,0.25634784,0.014956522,0.081815377,0.09295994,0.35376573,0.062298365,0.065969519,0.03547826
51161,93633,5,10,12,39,17,12,15,8,8,8,85,13,28,21,0.083228484,0.13251624,0.055503935,0.080565818,0.042867623,0.25332776,0.010533487,0.052841254,0.046622861,0.41642371,0.026294148,0.050089177,0.011057541
51163,22444,16,39,5,25,65,15,16,6,3,3,96,5,12,3,0.13893268,0.11570647,0.02838175,0.14243217,0.045069214,0.25667989,0.009443074,0.044682462,0.042147569,0.43441454,0.015015149,0.023302441,0.001609615
51165,77785,21,22,7,18,82,24,13,38,10,10,77,33,28,35,0.11147666,0.12131716,0.017934049,0.18665631,0.05100422,0.24222785,0.020118143,0.056702398,0.048941176,0.41236743,0.058957383,0.05115382,0.019611815
51167,28245,48,87,18,11,96,64,8,1,54,54,61,2,4,7,0.20666833,0.14167571,0.010373518,0.23415802,0.078768671,0.2200996,0.004798552,0.085047618,0.081113577,0.40548769,0.011329439,0.010727562,0.003802626
51169,22570,49,85,4,8,96,83,8,10,72,72,84,3,4,7,0.20172146,0.11380482,0.007576429,0.23509635,0.10299605,0.22283825,0.011195224,0.097516932,0.093746625,0.41577315,0.011829862,0.010500665,0.003731741
51171,42724,27,28,28,20,72,30,22,31,19,19,89,37,30,33,0.12170453,0.15444803,0.021159068,0.15500994,0.055919513,0.27368975,0.017781937,0.06348259,0.059473023,0.42081735,0.067549855,0.054536093,0.017781937
51173,31734,53,78,47,19,82,71,31,5,24,24,90,8,4,6,0.18686333,0.17585485,0.020703347,0.18247536,0.087143414,0.30113325,0.009144197,0.066958979,0.066393979,0.42191342,0.018434487,0.011155228,0.003360688
51175,18410,51,52,59,94,83,63,31,5,38,38,7,3,4,1,0.15719202,0.1916192,0.35752308,0.19564082,0.078269981,0.30320263,0.009278659,0.076126754,0.05618934,0.37941337,0.013036394,0.010429115,0
51177,127691,9,10,22,72,35,5,12,15,18,18,6,43,39,35,0.081988029,0.14768423,0.15636185,0.1046559,0.033183102,0.23898372,0.012726806,0.063232213,0.052724008,0.37680024,0.083122537,0.069918789,0.019218644
51179,137145,3,1,16,73,9,1,10,16,9,9,1,51,48,46,0.052167252,0.14014278,0.16669218,0.067323267,0.019122221,0.23248474,0.012924778,0.055314057,0.048600912,0.3554486,0.10663896,0.08781217,0.026978459
51181,6823,37,34,21,97,82,56,4,29,88,88,13,6,5,1,0.12912209,0.14525993,0.444819,0.18365696,0.073463269,0.20014992,0.016866567,0.11009175,0.10996917,0.38648689,0.016268503,0.012897552,0
51183,11864,70,87,62,99,99,83,47,1,19,19,1,17,12,2,0.20546085,0.19769874,0.55807483,0.29313195,0.10225468,0.34550652,0.0057161,0.063518599,0.02723505,0.26306474,0.032619689,0.022167902,0.000952683
51185,43870,40,67,9,25,89,63,14,1,51,51,55,1,3,3,0.17744525,0.12736632,0.029154319,0.20797622,0.077781513,0.24641095,0.006056528,0.082503311,0.081415422,0.40278095,0.008365626,0.008616366,0.001738448
51187,38481,24,17,48,30,66,34,10,8,34,34,8,22,19,18,0.098352805,0.17748319,0.039759882,0.14544144,0.058131441,0.23280424,0.010651629,0.075156905,0.069739759,0.38075933,0.039214157,0.034198694,0.009468115
51191,54759,22,33,18,14,75,34,12,1,32,32,74,4,7,3,0.12849152,0.14363912,0.014426853,0.15928423,0.057954393,0.23816875,0.006174746,0.072820097,0.069139965,0.41080004,0.014372067,0.01539473,0.00132316
51193,17557,33,37,13,90,82,44,16,1,82,82,97,34,18,16,0.13278839,0.13351943,0.27948967,0.18933375,0.065380186,0.25417626,0.002880184,0.10349391,0.084899098,0.44489378,0.060944352,0.032465681,0.008352535
51195,40530,66,91,32,38,97,85,31,2,89,89,20,3,5,3,0.22433145,0.15776031,0.052504316,0.26028323,0.10784057,0.30333027,0.006621214,0.11288568,0.10628763,0.38968664,0.01208981,0.012533925,0.001507801
51197,29190,46,47,33,29,82,68,31,2,68,68,73,2,4,17,0.1507736,0.15825804,0.036005482,0.1881464,0.083452754,0.30287448,0.006659361,0.093982421,0.091279112,0.41041452,0.010825626,0.010243234,0.008935345
51199,66471,2,4,3,67,5,1,21,2,12,12,7,31,42,33,0.064204328,0.11138143,0.13047795,0.059938129,0.021877734,0.27024212,0.007167563,0.059035707,0.03899413,0.37944368,0.054535061,0.077567659,0.017835563
51510,149315,44,11,49,81,20,75,98,72,4,4,94,63,88,67,0.083422206,0.17858797,0.20906138,0.084750824,0.092914067,0.575203,0.037380941,0.045067504,0.032032803,0.42986974,0.16560961,0.27450693,0.052064177
51520,17524,88,86,98,40,80,91,81,3,88,88,95,6,10,2,0.20358723,0.27422974,0.056551017,0.17551515,0.13772999,0.44843224,0.007903602,0.11118294,0.096998639,0.43226433,0.016662862,0.01911664,0.000777403
51530,6666,77,98,67,11,82,89,71,12,34,34,98,4,2,1,0.28421053,0.20191225,0.01050105,0.1814418,0.12166606,0.41359153,0.011691634,0.074848279,0.071552023,0.44959494,0.013651365,0.007350735,0
51540,45084,69,96,75,78,28,84,97,12,3,3,96,27,58,37,0.25846264,0.21212122,0.19217461,0.098011009,0.10398828,0.56427443,0.011660658,0.044732742,0.035773344,0.43847042,0.04961849,0.11911099,0.020561064
51550,230601,20,16,48,90,22,11,29,34,39,39,8,28,27,16,0.097197317,0.17701945,0.29297793,0.089073241,0.041291494,0.29617998,0.018854732,0.076282218,0.053684819,0.3811909,0.050567865,0.049774285,0.008219044
51570,17515,44,24,63,66,49,42,58,18,56,56,97,28,36,26,0.1138868,0.1992363,0.12737654,0.12082262,0.064452574,0.37222067,0.013791163,0.085844517,0.071407713,0.43990865,0.049957179,0.064801596,0.014494793
51580,5736,60,96,89,69,77,15,17,16,38,38,62,3,6,1,0.25510386,0.22810735,0.13929568,0.16750503,0.045638125,0.25928918,0.013327949,0.076203212,0.06501241,0.4056834,0.012552301,0.014818689,0
51590,42450,97,94,98,98,89,94,84,37,96,96,97,17,17,11,0.23681168,0.26946273,0.48435807,0.21318771,0.17026779,0.46047738,0.019882537,0.13300547,0.066430368,0.43943462,0.033003535,0.031095406,0.006034808
51595,5672,100,100,100,99,97,94,98,29,100,100,94,16,22,45,0.34945941,0.34791252,0.55148095,0.25318065,0.17730784,0.57299715,0.017080113,0.2059689,0.11636708,0.42894924,0.030148096,0.040021155,0.026026839
51600,23402,9,6,2,33,13,34,30,63,8,8,77,63,88,73,0.069935903,0.10243566,0.046577215,0.075547203,0.057871737,0.30022439,0.030116925,0.05431385,0.047563188,0.41218698,0.16408853,0.26933596,0.065666705
51610,13308,13,1,5,20,1,31,71,47,3,3,2,49,71,51,0.027175549,0.11703749,0.021265404,0.023025228,0.056136277,0.41327915,0.023809524,0.042730298,0.043383218,0.36399159,0.097234748,0.18169522,0.030584592
51620,8457,95,89,99,99,84,92,93,1,99,99,97,2,10,5,0.2117534,0.28819761,0.58602339,0.19786002,0.13814075,0.52273387,0.004054445,0.14311926,0.031746034,0.44034529,0.010405581,0.019510465,0.002606429
51630,27395,70,56,98,83,22,85,98,1,65,65,99,52,45,44,0.16512582,0.2774148,0.22193831,0.090207309,0.10664683,0.65545636,0.005952381,0.091702126,0.065662652,0.4628582,0.11085965,0.082131773,0.024801588
51640,6876,95,97,95,39,98,94,69,80,30,30,96,63,53,51,0.26814455,0.25363129,0.055555556,0.27650228,0.17730497,0.40391758,0.046605878,0.071428575,0.0661157,0.43746364,0.16841187,0.10325771,0.031070584
51650,137081,73,50,90,98,32,70,75,82,75,75,71,29,26,14,0.15270738,0.2314145,0.49009711,0.10131987,0.085549682,0.42414054,0.055289008,0.10119094,0.067533739,0.40899175,0.052034929,0.046899278,0.007045712
51660,51388,92,100,92,44,75,76,98,80,23,23,99,64,70,84,0.32491893,0.23717093,0.065345995,0.15933189,0.095435433,0.63885671,0.048388079,0.06582921,0.062477298,0.46127501,0.17727874,0.16651748,0.086659759
51670,22279,97,80,100,95,83,89,91,59,96,96,89,37,26,39,0.1903652,0.34493366,0.38085192,0.19063364,0.11830921,0.486561,0.028026648,0.13427992,0.081090845,0.42147315,0.068046145,0.047039814,0.02182403
51678,7071,66,86,56,61,86,52,75,1,1,1,1,21,31,1,0.20244849,0.18607596,0.10762268,0.20008893,0.070207573,0.42551893,0,0.021057786,0.032203391,0.32866639,0.038608402,0.054872014,0
51680,78158,80,95,84,90,45,93,92,24,51,51,99,17,31,20,0.24816924,0.22106807,0.28306764,0.117337,0.14143999,0.49319968,0.015037858,0.082583971,0.053161833,0.45556438,0.032690194,0.056078713,0.010515984
51683,40743,46,16,33,68,82,23,53,87,34,34,8,84,88,86,0.096890658,0.15858169,0.13491888,0.18491824,0.050832462,0.35751629,0.063781872,0.075191334,0.067395151,0.38170975,0.32896447,0.27329847,0.090243705
51685,15625,31,9,24,65,80,26,36,73,3,3,2,87,93,89,0.079253778,0.14986698,0.120512,0.17723691,0.052508999,0.31272498,0.039170019,0.044741359,0.045518208,0.36678401,0.351872,0.32480001,0.10268897
51690,13624,97,94,95,98,91,94,87,18,92,92,97,24,18,9,0.23563786,0.25633106,0.45918965,0.219384,0.16424792,0.47140175,0.01365887,0.1222181,0.056167401,0.44370228,0.045361128,0.031635348,0.004780605
51700,181323,76,51,97,96,39,75,92,57,67,67,76,43,41,46,0.15655695,0.26335484,0.39386067,0.10990416,0.091700085,0.49771979,0.027188627,0.09309613,0.059831385,0.41173485,0.082179315,0.074364536,0.027926976
51710,245452,91,88,98,96,56,90,97,47,89,89,21,39,38,35,0.20994671,0.27480748,0.4113839,0.13022566,0.12437245,0.56513298,0.023872709,0.11126032,0.056224786,0.39005181,0.072445937,0.068999231,0.01979436
51720,4007,97,94,94,28,81,90,92,57,90,90,100,11,38,1,0.24031401,0.24816754,0.034190167,0.17966992,0.12170499,0.49074593,0.02692092,0.11443038,0.11173184,0.489144,0.024207637,0.068380333,0
51730,32123,99,98,100,100,91,96,98,37,96,96,93,23,18,25,0.2803098,0.29955822,0.76742524,0.22098093,0.18417558,0.58595639,0.019682886,0.13316388,0.064366996,0.42654794,0.042368397,0.033309467,0.013981098
51735,12077,1,1,1,10,6,1,2,1,4,4,4,10,22,8,0.041742891,0.09900701,0.00985344,0.063918263,0.023912108,0.17901766,0.003662215,0.047309991,0.046097521,0.37169826,0.02252215,0.038834147,0.004093064
51740,96135,90,76,99,99,76,86,83,43,91,91,87,19,14,10,0.18230368,0.28437364,0.52140218,0.16406398,0.11023751,0.45237643,0.021900591,0.11921123,0.061310489,0.41808915,0.036500756,0.025932282,0.005169083
51750,17057,74,100,74,56,36,48,97,1,65,65,97,15,18,15,0.38974759,0.21068002,0.091633931,0.10620729,0.067555234,0.56271684,0,0.09163069,0.089285716,0.44497859,0.029899748,0.032362081,0.007668432
51760,213735,97,96,100,98,77,94,98,39,81,81,92,35,38,42,0.25512183,0.31481847,0.48362225,0.16815834,0.16845134,0.5772379,0.020476015,0.10226988,0.051755596,0.42621469,0.063536622,0.068046883,0.02438549
51770,98736,88,89,96,90,73,91,86,29,55,55,88,33,40,40,0.21212091,0.25870246,0.27495545,0.1560141,0.13307607,0.46286607,0.017282607,0.085494876,0.066065975,0.42012033,0.05882353,0.071564578,0.023011908
51775,25165,27,22,58,47,29,26,45,38,6,6,95,16,23,16,0.11200903,0.19029556,0.075620905,0.099538133,0.053359881,0.33787954,0.020109506,0.050312933,0.048121069,0.43246573,0.03155176,0.040810648,0.008262818
51790,24193,56,67,54,64,54,71,78,29,7,7,100,13,15,4,0.1766039,0.18511516,0.11945604,0.12786026,0.086743042,0.43198228,0.016847983,0.051587302,0.048115715,0.4738974,0.026247261,0.027445955,0.002503129
51800,86184,35,25,54,96,52,43,28,21,51,51,19,19,21,10,0.115479,0.18524367,0.41369629,0.12482697,0.065053239,0.29390126,0.014424007,0.082329415,0.03846154,0.38915575,0.03599276,0.036828183,0.005324298
